;;;;;;;;;;Ticket Médio por venda;R$ 999,41;;;;
4346;2024-07-21;2024;7;21;1199;Cliente_1199;Nordeste;Atacado;Produto_31;Acessórios;9; R$ 59,87 ; R$ 538,83 ;Transferência;Concluída
4347;2024-11-18;2024;11;18;1076;Cliente_1076;Sudeste;Corporativo;Produto_130;Acessórios;8; R$ 1.129,08 ; R$ 9.032,64 ;Boleto;Cancelada
4348;2024-08-05;2024;8;5;976;Cliente_976;Nordeste;Varejo;Produto_121;Equipamentos;4; R$ 940,84 ; R$ 3.763,36 ;Boleto;Cancelada
4349;2024-07-16;2024;7;16;1056;Cliente_1056;Sul;Varejo;Produto_146;Equipamentos;4; R$ 1.737,93 ; R$ 6.951,72 ;Transferência;Cancelada
4350;2024-01-29;2024;1;29;668;Cliente_668;Sudeste;Online;Produto_94;Eletrônicos;6; R$ 1.952,64 ; R$ 11.715,84 ;Transferência;Cancelada
4351;2024-11-08;2024;11;8;288;Cliente_288;Norte;Varejo;Produto_5;Equipamentos;10; R$ 811,47 ; R$ 8.114,70 ;Boleto;Cancelada
4352;2024-03-16;2024;3;16;373;Cliente_373;Sul;Atacado;Produto_89;Software;3; R$ 821,43 ; R$ 2.464,29 ;Transferência;Concluída
4353;2024-12-09;2024;12;9;33;Cliente_33;Norte;Online;Produto_109;Equipamentos;6; R$ 1.249,88 ; R$ 7.499,28 ;Cartão;Concluída
4354;2024-10-26;2024;10;26;940;Cliente_940;Centro-Oeste;Corporativo;Produto_43;Software;8; R$ 652,59 ; R$ 5.220,72 ;Pix;Cancelada
4355;2024-10-10;2024;10;10;186;Cliente_186;Sul;Varejo;Produto_130;Acessórios;10; R$ 1.577,32 ; R$ 15.773,20 ;Pix;Concluída
4356;2024-04-12;2024;4;12;1014;Cliente_1014;Centro-Oeste;Varejo;Produto_94;Serviços;6; R$ 1.429,44 ; R$ 8.576,64 ;Transferência;Pendente
4357;2024-04-21;2024;4;21;978;Cliente_978;Centro-Oeste;Online;Produto_9;Equipamentos;3; R$ 886,01 ; R$ 2.658,03 ;Cartão;Pendente
4358;2024-07-28;2024;7;28;169;Cliente_169;Centro-Oeste;Corporativo;Produto_115;Serviços;4; R$ 1.707,07 ; R$ 6.828,28 ;Cartão;Concluída
4359;2024-10-07;2024;10;7;1096;Cliente_1096;Nordeste;Corporativo;Produto_8;Serviços;2; R$ 648,79 ; R$ 1.297,58 ;Transferência;Cancelada
4360;2024-10-12;2024;10;12;684;Cliente_684;Nordeste;Varejo;Produto_74;Acessórios;4; R$ 910,60 ; R$ 3.642,40 ;Boleto;Pendente
4361;2024-09-02;2024;9;2;173;Cliente_173;Nordeste;Varejo;Produto_110;Serviços;4; R$ 956,80 ; R$ 3.827,20 ;Cartão;Cancelada
4362;2024-07-27;2024;7;27;762;Cliente_762;Centro-Oeste;Online;Produto_129;Serviços;9; R$ 447,19 ; R$ 4.024,71 ;Transferência;Cancelada
4363;2024-04-11;2024;4;11;254;Cliente_254;Centro-Oeste;Corporativo;Produto_109;Software;7; R$ 897,23 ; R$ 6.280,61 ;Transferência;Concluída
4364;2024-06-28;2024;6;28;818;Cliente_818;Centro-Oeste;Online;Produto_115;Serviços;8; R$ 971,88 ; R$ 7.775,04 ;Pix;Pendente
4365;2024-11-23;2024;11;23;206;Cliente_206;Sul;Corporativo;Produto_34;Software;1; R$ 650,53 ; R$ 650,53 ;Cartão;Pendente
4366;2024-09-29;2024;9;29;81;Cliente_81;Centro-Oeste;Varejo;Produto_7;Acessórios;3; R$ 669,85 ; R$ 2.009,55 ;Pix;Pendente
4367;2024-06-24;2024;6;24;1083;Cliente_1083;Sul;Online;Produto_93;Equipamentos;8; R$ 319,47 ; R$ 2.555,76 ;Boleto;Concluída
4368;2024-02-28;2024;2;28;1079;Cliente_1079;Norte;Online;Produto_22;Software;1; R$ 322,77 ; R$ 322,77 ;Cartão;Pendente
4369;2024-07-26;2024;7;26;621;Cliente_621;Sul;Varejo;Produto_134;Eletrônicos;10; R$ 504,50 ; R$ 5.045,00 ;Transferência;Cancelada
4370;2024-07-06;2024;7;6;235;Cliente_235;Sul;Corporativo;Produto_23;Serviços;2; R$ 699,69 ; R$ 1.399,38 ;Pix;Concluída
4371;2024-07-01;2024;7;1;565;Cliente_565;Norte;Varejo;Produto_11;Software;8; R$ 1.333,86 ; R$ 10.670,88 ;Pix;Cancelada
4372;2024-10-10;2024;10;10;617;Cliente_617;Centro-Oeste;Atacado;Produto_34;Equipamentos;1; R$ 1.898,95 ; R$ 1.898,95 ;Cartão;Pendente
4373;2024-11-29;2024;11;29;1169;Cliente_1169;Sul;Online;Produto_79;Acessórios;10; R$ 1.369,91 ; R$ 13.699,10 ;Boleto;Pendente
4374;2024-11-28;2024;11;28;896;Cliente_896;Centro-Oeste;Varejo;Produto_58;Equipamentos;6; R$ 1.483,42 ; R$ 8.900,52 ;Boleto;Cancelada
4375;2024-03-12;2024;3;12;446;Cliente_446;Nordeste;Online;Produto_93;Software;7; R$ 599,90 ; R$ 4.199,30 ;Cartão;Pendente
4376;2024-04-30;2024;4;30;79;Cliente_79;Sudeste;Varejo;Produto_76;Serviços;9; R$ 1.464,51 ; R$ 13.180,59 ;Pix;Pendente
4377;2024-12-09;2024;12;9;834;Cliente_834;Centro-Oeste;Varejo;Produto_11;Eletrônicos;7; R$ 1.410,65 ; R$ 9.874,55 ;Pix;Pendente
4378;2024-12-29;2024;12;29;434;Cliente_434;Centro-Oeste;Varejo;Produto_70;Acessórios;10; R$ 1.816,22 ; R$ 18.162,20 ;Transferência;Pendente
4379;2024-01-06;2024;1;6;340;Cliente_340;Centro-Oeste;Corporativo;Produto_29;Equipamentos;6; R$ 226,89 ; R$ 1.361,34 ;Cartão;Cancelada
4380;2024-04-17;2024;4;17;1187;Cliente_1187;Norte;Corporativo;Produto_4;Acessórios;9; R$ 1.891,54 ; R$ 17.023,86 ;Cartão;Pendente
4381;2024-02-22;2024;2;22;833;Cliente_833;Nordeste;Varejo;Produto_59;Acessórios;9; R$ 1.823,84 ; R$ 16.414,56 ;Pix;Pendente
4382;2024-07-05;2024;7;5;223;Cliente_223;Norte;Varejo;Produto_98;Software;3; R$ 1.108,04 ; R$ 3.324,12 ;Pix;Pendente
4383;2024-07-08;2024;7;8;838;Cliente_838;Sul;Atacado;Produto_29;Serviços;7; R$ 1.990,75 ; R$ 13.935,25 ;Pix;Concluída
4384;2024-07-25;2024;7;25;864;Cliente_864;Centro-Oeste;Corporativo;Produto_102;Serviços;2; R$ 271,92 ; R$ 543,84 ;Boleto;Cancelada
4385;2024-11-23;2024;11;23;727;Cliente_727;Centro-Oeste;Online;Produto_126;Software;8; R$ 1.587,72 ; R$ 12.701,76 ;Pix;Concluída
4386;2024-11-27;2024;11;27;1138;Cliente_1138;Centro-Oeste;Corporativo;Produto_31;Equipamentos;1; R$ 1.269,12 ; R$ 1.269,12 ;Boleto;Cancelada
4387;2024-09-10;2024;9;10;452;Cliente_452;Norte;Corporativo;Produto_10;Software;2; R$ 1.521,72 ; R$ 3.043,44 ;Boleto;Pendente
4388;2024-05-09;2024;5;9;169;Cliente_169;Sul;Varejo;Produto_107;Software;5; R$ 1.671,87 ; R$ 8.359,35 ;Cartão;Pendente
4389;2024-08-08;2024;8;8;538;Cliente_538;Sudeste;Online;Produto_89;Acessórios;2; R$ 752,56 ; R$ 1.505,12 ;Boleto;Cancelada
4390;2024-07-07;2024;7;7;849;Cliente_849;Sudeste;Varejo;Produto_147;Eletrônicos;10; R$ 585,90 ; R$ 5.859,00 ;Boleto;Cancelada
4391;2024-10-31;2024;10;31;949;Cliente_949;Centro-Oeste;Corporativo;Produto_110;Serviços;9; R$ 108,18 ; R$ 973,62 ;Cartão;Cancelada
4392;2024-08-15;2024;8;15;388;Cliente_388;Nordeste;Corporativo;Produto_84;Serviços;9; R$ 1.619,79 ; R$ 14.578,11 ;Pix;Concluída
4393;2024-09-05;2024;9;5;974;Cliente_974;Sudeste;Varejo;Produto_80;Equipamentos;7; R$ 24,81 ; R$ 173,67 ;Pix;Pendente
4394;2024-03-04;2024;3;4;7;Cliente_7;Nordeste;Online;Produto_49;Software;3; R$ 881,95 ; R$ 2.645,85 ;Boleto;Pendente
4395;2024-10-12;2024;10;12;724;Cliente_724;Nordeste;Atacado;Produto_111;Serviços;6; R$ 783,07 ; R$ 4.698,42 ;Cartão;Concluída
4396;2024-12-18;2024;12;18;1093;Cliente_1093;Sudeste;Online;Produto_19;Eletrônicos;5; R$ 1.878,93 ; R$ 9.394,65 ;Pix;Pendente
4397;2024-09-03;2024;9;3;272;Cliente_272;Sudeste;Varejo;Produto_95;Equipamentos;6; R$ 1.550,01 ; R$ 9.300,06 ;Cartão;Cancelada
4398;2024-12-22;2024;12;22;561;Cliente_561;Norte;Corporativo;Produto_41;Equipamentos;9; R$ 1.846,87 ; R$ 16.621,83 ;Cartão;Concluída
4399;2024-01-17;2024;1;17;802;Cliente_802;Nordeste;Atacado;Produto_126;Acessórios;4; R$ 426,93 ; R$ 1.707,72 ;Cartão;Cancelada
4400;2024-03-22;2024;3;22;509;Cliente_509;Sul;Atacado;Produto_63;Serviços;3; R$ 825,29 ; R$ 2.475,87 ;Transferência;Concluída
4401;2024-08-07;2024;8;7;920;Cliente_920;Sul;Online;Produto_112;Acessórios;8; R$ 1.833,46 ; R$ 14.667,68 ;Pix;Cancelada
4402;2024-05-29;2024;5;29;1042;Cliente_1042;Sul;Corporativo;Produto_118;Software;2; R$ 1.169,66 ; R$ 2.339,32 ;Boleto;Cancelada
4403;2024-04-09;2024;4;9;593;Cliente_593;Norte;Atacado;Produto_107;Equipamentos;5; R$ 1.222,05 ; R$ 6.110,25 ;Pix;Cancelada
4404;2024-07-25;2024;7;25;1014;Cliente_1014;Sul;Online;Produto_2;Software;3; R$ 1.976,62 ; R$ 5.929,86 ;Boleto;Pendente
4405;2024-04-17;2024;4;17;866;Cliente_866;Nordeste;Varejo;Produto_49;Eletrônicos;8; R$ 1.299,41 ; R$ 10.395,28 ;Transferência;Concluída
4406;2024-11-01;2024;11;1;423;Cliente_423;Norte;Online;Produto_63;Software;2; R$ 977,65 ; R$ 1.955,30 ;Cartão;Concluída
4407;2024-04-12;2024;4;12;1136;Cliente_1136;Norte;Online;Produto_25;Acessórios;9; R$ 458,78 ; R$ 4.129,02 ;Cartão;Concluída
4408;2024-01-06;2024;1;6;816;Cliente_816;Nordeste;Atacado;Produto_109;Serviços;7; R$ 573,50 ; R$ 4.014,50 ;Cartão;Concluída
4409;2024-12-20;2024;12;20;455;Cliente_455;Centro-Oeste;Online;Produto_50;Eletrônicos;9; R$ 1.066,44 ; R$ 9.597,96 ;Cartão;Pendente
4410;2024-10-05;2024;10;5;566;Cliente_566;Norte;Online;Produto_125;Serviços;4; R$ 1.135,47 ; R$ 4.541,88 ;Pix;Concluída
4411;2024-01-12;2024;1;12;651;Cliente_651;Sul;Corporativo;Produto_4;Acessórios;10; R$ 1.610,87 ; R$ 16.108,70 ;Transferência;Concluída
4412;2024-05-28;2024;5;28;483;Cliente_483;Sul;Varejo;Produto_37;Equipamentos;7; R$ 719,37 ; R$ 5.035,59 ;Boleto;Concluída
4413;2024-11-05;2024;11;5;637;Cliente_637;Nordeste;Atacado;Produto_87;Eletrônicos;8; R$ 1.113,35 ; R$ 8.906,80 ;Boleto;Pendente
4414;2024-07-31;2024;7;31;204;Cliente_204;Nordeste;Varejo;Produto_16;Acessórios;4; R$ 687,95 ; R$ 2.751,80 ;Pix;Concluída
4415;2024-11-10;2024;11;10;159;Cliente_159;Centro-Oeste;Corporativo;Produto_5;Equipamentos;6; R$ 1.735,57 ; R$ 10.413,42 ;Boleto;Cancelada
4416;2024-11-09;2024;11;9;1073;Cliente_1073;Sul;Online;Produto_48;Equipamentos;2; R$ 93,60 ; R$ 187,20 ;Transferência;Pendente
4417;2024-04-19;2024;4;19;767;Cliente_767;Sul;Varejo;Produto_101;Acessórios;1; R$ 1.961,63 ; R$ 1.961,63 ;Boleto;Concluída
4418;2024-04-25;2024;4;25;596;Cliente_596;Sul;Atacado;Produto_14;Acessórios;1; R$ 896,20 ; R$ 896,20 ;Transferência;Concluída
4419;2024-04-09;2024;4;9;575;Cliente_575;Centro-Oeste;Varejo;Produto_40;Eletrônicos;4; R$ 1.165,56 ; R$ 4.662,24 ;Cartão;Pendente
4420;2024-01-21;2024;1;21;802;Cliente_802;Sul;Varejo;Produto_46;Software;3; R$ 807,65 ; R$ 2.422,95 ;Transferência;Pendente
4421;2024-08-17;2024;8;17;1052;Cliente_1052;Centro-Oeste;Atacado;Produto_17;Serviços;6; R$ 1.787,77 ; R$ 10.726,62 ;Boleto;Pendente
4422;2024-06-18;2024;6;18;468;Cliente_468;Nordeste;Atacado;Produto_54;Serviços;9; R$ 252,06 ; R$ 2.268,54 ;Boleto;Cancelada
4423;2024-06-16;2024;6;16;929;Cliente_929;Sudeste;Varejo;Produto_29;Software;3; R$ 1.928,86 ; R$ 5.786,58 ;Boleto;Cancelada
4424;2024-07-07;2024;7;7;606;Cliente_606;Sudeste;Atacado;Produto_22;Acessórios;8; R$ 1.546,29 ; R$ 12.370,32 ;Transferência;Pendente
4425;2024-10-06;2024;10;6;740;Cliente_740;Norte;Varejo;Produto_122;Acessórios;10; R$ 551,17 ; R$ 5.511,70 ;Boleto;Cancelada
4426;2024-07-29;2024;7;29;553;Cliente_553;Centro-Oeste;Atacado;Produto_123;Software;7; R$ 449,04 ; R$ 3.143,28 ;Pix;Cancelada
4427;2024-06-21;2024;6;21;749;Cliente_749;Centro-Oeste;Atacado;Produto_139;Equipamentos;1; R$ 574,68 ; R$ 574,68 ;Pix;Concluída
4428;2024-01-17;2024;1;17;28;Cliente_28;Centro-Oeste;Varejo;Produto_49;Eletrônicos;8; R$ 1.500,40 ; R$ 12.003,20 ;Transferência;Concluída
4429;2024-07-04;2024;7;4;195;Cliente_195;Centro-Oeste;Varejo;Produto_73;Serviços;2; R$ 1.591,33 ; R$ 3.182,66 ;Boleto;Concluída
4430;2024-10-24;2024;10;24;226;Cliente_226;Sul;Online;Produto_5;Eletrônicos;6; R$ 1.353,19 ; R$ 8.119,14 ;Cartão;Concluída
4431;2024-11-12;2024;11;12;640;Cliente_640;Nordeste;Atacado;Produto_84;Serviços;7; R$ 81,37 ; R$ 569,59 ;Cartão;Pendente
4432;2024-07-15;2024;7;15;341;Cliente_341;Norte;Atacado;Produto_20;Equipamentos;3; R$ 1.622,72 ; R$ 4.868,16 ;Pix;Concluída
4433;2024-04-26;2024;4;26;792;Cliente_792;Nordeste;Varejo;Produto_98;Eletrônicos;7; R$ 1.679,00 ; R$ 11.753,00 ;Pix;Concluída
4434;2024-01-04;2024;1;4;1126;Cliente_1126;Norte;Corporativo;Produto_22;Equipamentos;3; R$ 396,80 ; R$ 1.190,40 ;Cartão;Cancelada
4435;2024-05-08;2024;5;8;1193;Cliente_1193;Norte;Online;Produto_29;Acessórios;5; R$ 646,54 ; R$ 3.232,70 ;Pix;Concluída
4436;2024-12-29;2024;12;29;1135;Cliente_1135;Norte;Varejo;Produto_86;Equipamentos;2; R$ 1.204,07 ; R$ 2.408,14 ;Transferência;Concluída
4437;2024-04-25;2024;4;25;734;Cliente_734;Sudeste;Online;Produto_23;Equipamentos;3; R$ 1.609,09 ; R$ 4.827,27 ;Transferência;Concluída
4438;2024-05-02;2024;5;2;741;Cliente_741;Norte;Atacado;Produto_48;Acessórios;3; R$ 542,19 ; R$ 1.626,57 ;Transferência;Pendente
4439;2024-06-16;2024;6;16;201;Cliente_201;Sul;Varejo;Produto_44;Software;1; R$ 805,77 ; R$ 805,77 ;Boleto;Concluída
4440;2024-05-27;2024;5;27;751;Cliente_751;Norte;Online;Produto_149;Eletrônicos;8; R$ 891,79 ; R$ 7.134,32 ;Pix;Pendente
4441;2024-03-18;2024;3;18;176;Cliente_176;Nordeste;Corporativo;Produto_127;Software;8; R$ 687,52 ; R$ 5.500,16 ;Boleto;Pendente
4442;2024-09-24;2024;9;24;250;Cliente_250;Centro-Oeste;Varejo;Produto_103;Acessórios;6; R$ 1.063,31 ; R$ 6.379,86 ;Boleto;Concluída
4443;2024-02-28;2024;2;28;978;Cliente_978;Norte;Varejo;Produto_67;Serviços;2; R$ 648,15 ; R$ 1.296,30 ;Pix;Concluída
4444;2024-09-13;2024;9;13;322;Cliente_322;Sudeste;Online;Produto_79;Equipamentos;5; R$ 1.409,40 ; R$ 7.047,00 ;Transferência;Concluída
4445;2024-08-28;2024;8;28;153;Cliente_153;Sudeste;Varejo;Produto_147;Eletrônicos;4; R$ 898,46 ; R$ 3.593,84 ;Transferência;Pendente
4446;2024-06-11;2024;6;11;658;Cliente_658;Norte;Online;Produto_122;Eletrônicos;5; R$ 1.811,30 ; R$ 9.056,50 ;Boleto;Pendente
4447;2024-02-16;2024;2;16;16;Cliente_16;Sul;Corporativo;Produto_23;Equipamentos;2; R$ 1.306,07 ; R$ 2.612,14 ;Cartão;Pendente
4448;2024-01-19;2024;1;19;214;Cliente_214;Norte;Varejo;Produto_33;Equipamentos;4; R$ 1.307,50 ; R$ 5.230,00 ;Boleto;Cancelada
4449;2024-09-24;2024;9;24;454;Cliente_454;Norte;Corporativo;Produto_42;Eletrônicos;2; R$ 1.336,04 ; R$ 2.672,08 ;Boleto;Pendente
4450;2024-08-04;2024;8;4;963;Cliente_963;Sudeste;Varejo;Produto_8;Eletrônicos;10; R$ 773,75 ; R$ 7.737,50 ;Cartão;Cancelada
4451;2024-07-23;2024;7;23;650;Cliente_650;Norte;Corporativo;Produto_142;Serviços;5; R$ 1.714,46 ; R$ 8.572,30 ;Pix;Concluída
4452;2024-04-15;2024;4;15;252;Cliente_252;Sudeste;Atacado;Produto_78;Eletrônicos;7; R$ 1.742,74 ; R$ 12.199,18 ;Cartão;Pendente
4453;2024-12-03;2024;12;3;969;Cliente_969;Sul;Corporativo;Produto_37;Software;6; R$ 1.757,75 ; R$ 10.546,50 ;Boleto;Concluída
4454;2024-05-30;2024;5;30;469;Cliente_469;Nordeste;Varejo;Produto_21;Equipamentos;1; R$ 1.295,56 ; R$ 1.295,56 ;Pix;Pendente
4455;2024-11-01;2024;11;1;113;Cliente_113;Sudeste;Varejo;Produto_87;Acessórios;4; R$ 1.046,67 ; R$ 4.186,68 ;Boleto;Concluída
4456;2024-03-16;2024;3;16;572;Cliente_572;Norte;Corporativo;Produto_74;Equipamentos;7; R$ 794,00 ; R$ 5.558,00 ;Pix;Pendente
4457;2024-08-09;2024;8;9;386;Cliente_386;Sudeste;Online;Produto_3;Equipamentos;4; R$ 215,13 ; R$ 860,52 ;Cartão;Pendente
4458;2024-04-19;2024;4;19;590;Cliente_590;Sul;Varejo;Produto_58;Software;2; R$ 210,33 ; R$ 420,66 ;Transferência;Cancelada
4459;2024-01-07;2024;1;7;496;Cliente_496;Sul;Varejo;Produto_124;Acessórios;2; R$ 1.518,69 ; R$ 3.037,38 ;Transferência;Cancelada
4460;2024-01-28;2024;1;28;658;Cliente_658;Norte;Atacado;Produto_4;Software;8; R$ 1.500,43 ; R$ 12.003,44 ;Cartão;Cancelada
4461;2024-09-07;2024;9;7;661;Cliente_661;Sudeste;Corporativo;Produto_62;Serviços;5; R$ 1.284,68 ; R$ 6.423,40 ;Pix;Cancelada
4462;2024-11-30;2024;11;30;457;Cliente_457;Centro-Oeste;Corporativo;Produto_64;Equipamentos;6; R$ 1.971,74 ; R$ 11.830,44 ;Transferência;Concluída
4463;2024-07-03;2024;7;3;193;Cliente_193;Nordeste;Online;Produto_62;Eletrônicos;7; R$ 1.013,89 ; R$ 7.097,23 ;Transferência;Pendente
4464;2024-10-15;2024;10;15;100;Cliente_100;Nordeste;Corporativo;Produto_5;Eletrônicos;5; R$ 1.967,31 ; R$ 9.836,55 ;Cartão;Cancelada
4465;2024-10-20;2024;10;20;671;Cliente_671;Sul;Online;Produto_5;Acessórios;10; R$ 807,70 ; R$ 8.077,00 ;Pix;Concluída
4466;2024-12-02;2024;12;2;1157;Cliente_1157;Sudeste;Varejo;Produto_90;Equipamentos;1; R$ 668,55 ; R$ 668,55 ;Boleto;Cancelada
4467;2024-03-19;2024;3;19;139;Cliente_139;Sul;Corporativo;Produto_130;Eletrônicos;9; R$ 548,46 ; R$ 4.936,14 ;Transferência;Concluída
4468;2024-11-21;2024;11;21;353;Cliente_353;Norte;Varejo;Produto_89;Software;5; R$ 172,39 ; R$ 861,95 ;Cartão;Cancelada
4469;2024-09-19;2024;9;19;781;Cliente_781;Centro-Oeste;Varejo;Produto_131;Acessórios;3; R$ 1.484,55 ; R$ 4.453,65 ;Cartão;Pendente
4470;2024-03-03;2024;3;3;1029;Cliente_1029;Nordeste;Varejo;Produto_118;Acessórios;4; R$ 196,28 ; R$ 785,12 ;Pix;Cancelada
4471;2024-03-23;2024;3;23;286;Cliente_286;Nordeste;Atacado;Produto_21;Serviços;9; R$ 314,07 ; R$ 2.826,63 ;Pix;Pendente
4472;2024-01-02;2024;1;2;996;Cliente_996;Nordeste;Online;Produto_110;Eletrônicos;8; R$ 291,27 ; R$ 2.330,16 ;Transferência;Concluída
4473;2024-05-13;2024;5;13;944;Cliente_944;Norte;Atacado;Produto_72;Serviços;2; R$ 1.916,79 ; R$ 3.833,58 ;Transferência;Cancelada
4474;2024-06-10;2024;6;10;1013;Cliente_1013;Sul;Atacado;Produto_126;Software;4; R$ 305,07 ; R$ 1.220,28 ;Boleto;Concluída
4475;2024-05-09;2024;5;9;634;Cliente_634;Nordeste;Varejo;Produto_113;Acessórios;3; R$ 43,49 ; R$ 130,47 ;Boleto;Pendente
4476;2024-09-17;2024;9;17;535;Cliente_535;Sul;Varejo;Produto_74;Serviços;2; R$ 751,84 ; R$ 1.503,68 ;Pix;Concluída
4477;2024-06-17;2024;6;17;675;Cliente_675;Nordeste;Varejo;Produto_148;Software;10; R$ 289,16 ; R$ 2.891,60 ;Pix;Cancelada
4478;2024-12-27;2024;12;27;1122;Cliente_1122;Centro-Oeste;Atacado;Produto_102;Software;8; R$ 998,85 ; R$ 7.990,80 ;Boleto;Pendente
4479;2024-08-20;2024;8;20;432;Cliente_432;Nordeste;Atacado;Produto_134;Eletrônicos;8; R$ 1.178,24 ; R$ 9.425,92 ;Transferência;Cancelada
4480;2024-02-13;2024;2;13;147;Cliente_147;Nordeste;Online;Produto_27;Eletrônicos;3; R$ 1.174,33 ; R$ 3.522,99 ;Cartão;Concluída
4481;2024-08-31;2024;8;31;425;Cliente_425;Sudeste;Atacado;Produto_96;Eletrônicos;1; R$ 231,67 ; R$ 231,67 ;Boleto;Pendente
4482;2024-09-25;2024;9;25;830;Cliente_830;Sudeste;Varejo;Produto_44;Serviços;10; R$ 572,26 ; R$ 5.722,60 ;Boleto;Cancelada
4483;2024-03-28;2024;3;28;259;Cliente_259;Norte;Corporativo;Produto_64;Acessórios;3; R$ 471,73 ; R$ 1.415,19 ;Pix;Cancelada
4484;2024-10-21;2024;10;21;972;Cliente_972;Sudeste;Atacado;Produto_150;Eletrônicos;1; R$ 1.883,44 ; R$ 1.883,44 ;Boleto;Pendente
4485;2024-10-14;2024;10;14;25;Cliente_25;Sul;Atacado;Produto_123;Acessórios;9; R$ 1.950,39 ; R$ 17.553,51 ;Boleto;Concluída
4486;2024-10-10;2024;10;10;462;Cliente_462;Nordeste;Atacado;Produto_97;Eletrônicos;2; R$ 860,02 ; R$ 1.720,04 ;Cartão;Cancelada
4487;2024-02-24;2024;2;24;429;Cliente_429;Centro-Oeste;Atacado;Produto_20;Equipamentos;8; R$ 153,86 ; R$ 1.230,88 ;Pix;Pendente
4488;2024-05-06;2024;5;6;1116;Cliente_1116;Centro-Oeste;Varejo;Produto_51;Equipamentos;9; R$ 1.577,74 ; R$ 14.199,66 ;Pix;Cancelada
4489;2024-02-19;2024;2;19;897;Cliente_897;Nordeste;Atacado;Produto_115;Eletrônicos;4; R$ 1.096,58 ; R$ 4.386,32 ;Pix;Cancelada
4490;2024-07-06;2024;7;6;546;Cliente_546;Sudeste;Online;Produto_8;Equipamentos;7; R$ 354,72 ; R$ 2.483,04 ;Transferência;Concluída
4491;2024-07-01;2024;7;1;32;Cliente_32;Sudeste;Atacado;Produto_53;Software;6; R$ 1.829,27 ; R$ 10.975,62 ;Cartão;Cancelada
4492;2024-10-11;2024;10;11;255;Cliente_255;Nordeste;Atacado;Produto_133;Software;9; R$ 74,32 ; R$ 668,88 ;Cartão;Concluída
4493;2024-10-29;2024;10;29;1096;Cliente_1096;Centro-Oeste;Atacado;Produto_88;Acessórios;5; R$ 994,47 ; R$ 4.972,35 ;Transferência;Cancelada
4494;2024-07-09;2024;7;9;726;Cliente_726;Sul;Online;Produto_26;Software;4; R$ 939,70 ; R$ 3.758,80 ;Boleto;Concluída
4495;2024-07-14;2024;7;14;69;Cliente_69;Sul;Corporativo;Produto_127;Eletrônicos;8; R$ 1.548,18 ; R$ 12.385,44 ;Transferência;Concluída
4496;2024-02-05;2024;2;5;478;Cliente_478;Sul;Varejo;Produto_27;Acessórios;2; R$ 217,74 ; R$ 435,48 ;Pix;Pendente
4497;2024-09-07;2024;9;7;452;Cliente_452;Nordeste;Varejo;Produto_49;Software;1; R$ 1.198,04 ; R$ 1.198,04 ;Cartão;Concluída
4498;2024-08-26;2024;8;26;999;Cliente_999;Norte;Atacado;Produto_125;Acessórios;8; R$ 1.253,08 ; R$ 10.024,64 ;Boleto;Concluída
4499;2024-10-24;2024;10;24;849;Cliente_849;Nordeste;Varejo;Produto_4;Software;2; R$ 1.625,29 ; R$ 3.250,58 ;Pix;Cancelada
4500;2024-02-19;2024;2;19;266;Cliente_266;Sul;Atacado;Produto_70;Equipamentos;1; R$ 964,10 ; R$ 964,10 ;Pix;Concluída
4501;2024-09-01;2024;9;1;612;Cliente_612;Nordeste;Atacado;Produto_93;Software;7; R$ 1.126,58 ; R$ 7.886,06 ;Cartão;Pendente
4502;2024-11-06;2024;11;6;673;Cliente_673;Norte;Online;Produto_57;Equipamentos;3; R$ 1.159,56 ; R$ 3.478,68 ;Transferência;Cancelada
4503;2024-08-18;2024;8;18;246;Cliente_246;Nordeste;Varejo;Produto_89;Equipamentos;3; R$ 67,97 ; R$ 203,91 ;Cartão;Concluída
4504;2024-10-02;2024;10;2;643;Cliente_643;Norte;Corporativo;Produto_139;Software;6; R$ 42,12 ; R$ 252,72 ;Pix;Pendente
4505;2024-08-16;2024;8;16;892;Cliente_892;Centro-Oeste;Varejo;Produto_115;Software;6; R$ 1.903,89 ; R$ 11.423,34 ;Pix;Concluída
4506;2024-11-21;2024;11;21;69;Cliente_69;Sudeste;Varejo;Produto_95;Software;6; R$ 535,39 ; R$ 3.212,34 ;Transferência;Pendente
4507;2024-03-30;2024;3;30;575;Cliente_575;Norte;Varejo;Produto_101;Equipamentos;1; R$ 1.136,67 ; R$ 1.136,67 ;Pix;Cancelada
4508;2024-01-13;2024;1;13;498;Cliente_498;Norte;Atacado;Produto_66;Eletrônicos;1; R$ 1.851,02 ; R$ 1.851,02 ;Pix;Concluída
4509;2024-11-18;2024;11;18;715;Cliente_715;Sul;Varejo;Produto_147;Eletrônicos;9; R$ 123,28 ; R$ 1.109,52 ;Pix;Pendente
4510;2024-05-11;2024;5;11;888;Cliente_888;Norte;Varejo;Produto_4;Eletrônicos;6; R$ 632,47 ; R$ 3.794,82 ;Pix;Concluída
4511;2024-05-10;2024;5;10;47;Cliente_47;Sudeste;Online;Produto_119;Equipamentos;5; R$ 1.432,16 ; R$ 7.160,80 ;Boleto;Pendente
4512;2024-07-03;2024;7;3;1097;Cliente_1097;Sul;Varejo;Produto_73;Acessórios;8; R$ 714,99 ; R$ 5.719,92 ;Boleto;Pendente
